c1,essay,prompt,essay_as_single_utf8_string
120,"['Segundo a concepção determinista, que se deu início no século XIX, o homem é fruto de seu meio. Ou seja, suas ações são determinadas por acontecimentos anteriores. No entanto, pelas suas condutas e crimes cometidos, os prisioneiros(as) são tratados de forma desumana e opressora dentro das celas, vivendo sem boas condições oferecidas pelo governo e apresentando um mal convívio no âmbito carcerário. Desse modo, é indispensável que sejam encontrados subterfúgios a fim de findar este quadro, visando melhoria ao sistema prisional brasileiro.', 'Em primeira instância, vale salientar a má infraestrutura dentro dos presídios brasileiros. De acordo com o Ministério da Justiça, o Brasil teve um aumento de 267% na população carcerária nos últimos quatorze anos. Percebe-se assim, a superlotação nas celas e a falta de recursos à saúde do indivíduo. Em diversos aspectos pode-se perceber que a maneira em que são tratados socialmente são totalmente insensíveis. Dentro outros problemas relacionados à infraestrutura e ao convívio social está a falta de água potável, o não tratamento especial à mulher e a ausência de boa alimentação.', 'Ademais, faz-se mister ainda,  relacionar as causas das prisões e julgamentos realizados pelo Ministério Público. Em um documentário “Justiça” de Maria Ramos (2004), é retratado diversos acontecimentos em relação ao processo de admissão a uma penitenciária. Pode-se, portanto, perceber a grande quantidade de detentos que cometeram roubo, furto e fizeram uso de drogas, realizando também tráfico em comunidades do Rio de Janeiro. E durante suas jornadas no cárcere,  são tratados como iguais mesmo se houver um entre eles que seja inocente. Sobretudo, são vistos e tratados de forma horrenda, sem pena e compreensão das autoridades.', 'Portanto, faz-se necessário a atuação do Governo Federal para que sejam feitas reivindicações e sejam tomadas providências a fim de melhorar a infraestrutura. Através de investimentos em maiores construções de cadeias, tratando este assunto como prioridade. E também, que sejam elaboradas formas de extensão aos presídios já existentes através de palestras e reuniões como forma de organização e planejamento para um benigno sistema carcerário. Assim, findaríamos as torturas e opressões dentro das cadeias, formando um excelente e agradável convívio social de forma humana.']",56,concepção determinista dar início século xix homem fruto ser ação determinar acontecimento anterior entanto conduta crime cometir prisioneiros(as tratar desumano opressora cela viver bom condição oferecir governo apresentar convívio âmbito carcerário modo indispensável ser encontrar subterfúgio findar quadro visar melhoria prisional brasileiro instância valer salientar má infraestrutura presídio brasileiro acordo ministério justiça brasil aumento 267 população carcerário último quatorze ano percebe-se superlotação cela recurso saúde indivíduo diversos aspecto poder se perceber maneira tratar socialmente totalmente insensível problema relacionar infraestrutura convívio social água potável tratamento especial mulher ausência alimentação faz-se mister relacionar causa prisão julgamento realizar ministério público documentário justiça maria ramos 2004 retratar diversos acontecimento processo admissão penitenciária pode-se perceber quantidade detento cometer roubo furto fazer uso droga realizar tráfico comunidade rio janeiro durante jornada cárcere tratar igual haver ser inocente sobretudo visto tratar horrendo pena compreensão autoridade faz-se necessário atuação governo federal ser fazer reivindicação ser tomar providência melhorar infraestrutura investimento grande construção cadeia tratar assunto prioridade ser elaborar forma extensão presídio existente palestra reunião organização planejamento benigno carcerário findaríamo tortura opressão cadeia formar excelente agradável convívio social humano
120,"['Em pleno século XXI, ainda se discute a possibilidade de se conceder ou não, autorização para qualquer cidadão ter uma arma em seu poder. É nítido que a violência é um dos problemas mais graves da sociedade atual e conceder respaldo legal a qualquer pessoa para possuir uma arma,  agravaria ainda mais a situação da violência.', 'As mais variadas formas de violência, principalmente os homicídios, já se tornaram uma rotina no nosso cotidiano. Dificilmente não vemos notícias em meios de comunicação em que uma pessoa atentou contra a vida de outra e os motivos são os mais variados possíveis: uma briga de transito, uma discussão entre vizinhos e casos de traição entre casais são exemplos claros de que qualquer que seja o motivo, s vezes se torna necessária uma resposta ao ato ocorrido. Portanto, se situações em que pessoas fazem justiça com as próprias mãos ocorrem com frequência, sem nem mesmo ter permissão legal para ter consigo uma arma, evidentemente conceder o porte legal de armas a qualquer cidadão, agravaria em grande proporção o quadro de homicídios no nosso pas.', 'Dessa forma, percebe-se que essa proposta de lei, se aprovada, faria com que tudo o que foi feito para combater a violência até hoje fosse anulado, de forma que isso facilitaria ainda mais para que atentados à vida alheia ocorressem. Cabe ao poder legislativo,  barrar a proposta no congresso nacional e proporcionar à população campanhas de instrução de como agir diante de uma situação de atrito entre duas pessoas e também punir praticadores de atos violentos, para assim, obter resultados visíveis no que diz respeito ao combate à violência.']",75,pleno século xxi discutir possibilidade conceder autorização cidadão arma nítido violência problema grave sociedade atual conceder respaldo legal pessoa possuir arma agravar situação violência variado forma violência principalmente homicídio tornar rotina cotidiano dificilmente ver notícia meio comunicação pessoa atentar vida motivo variado possível briga transito discussão vizinho caso traição casal exemplo claro ser motivo tornar necessário resposta ato ocorrer situação pessoa justiça próprio mão ocorrer frequência permissão legal com si arma evidentemente conceder porte legal arma cidadão agravar proporção quadro homicídio pas perceber se proposta lei aprovar far fazer combater violência hoje ser anular facilitar atentar vida alheio ocorrer caber legislativo barrar proposta congresso nacional proporcionar população campanha instrução agir situação atrito pessoa punir praticador ato violento obter resultado visível respeito combate violência
0,"['Com tantos casos vindo a conhecimento público não podemos deixar de reparar no descrédito dos brasileiros na política, sendo um desses a corrupção generalizada nos ramos da politica e economia, desmotivando toda sociedade brasileira.', 'Todavia, observando os fatos que vem ocorrendo nos últimos tempos, é notório o crescimento de escândalos envolvendo deputados, senadores, ministros e presidentes, constando corrupção, lavagem de dinheiro ,caixa dois, onde o número de envolvidos é surpreendente. Assim, como os casos que mais abalaram o Brasil, sendo eles ""Mensalão"", ""impeachment contra dois presidentes, sendo o primeiro Fernando Collor e o segundo contra Dilma Rousseff"", ""as prisões de governantes "", e as acusações contra o atual presidente Michel Temer"".', 'Espavorecidos com tais casos que são relatados diariamente nos meios de comunicação os brasileiros esperam inquietos por algo que aparenta esta distante, a solução. A falta de punição ainda lidera quase tudo sempre. O papel da justiça habita exatamente aí, em acabar com o atual quadro de letargia e fazer cumprir as leis com mais eficiência e igualdade para todas as classes.', 'Contudo, a polícia federal deve continuar agindo da sua maneira, e dessa forma os políticos tendem a ter consciência dos seus atos e antes de pensar em transferir o dinheiro público para a conta pessoal, eles deveriam investir na necessidade de maior eficiência nos recursos disponíveis, priorizando a saúde e a educação.']",28,tanto caso conhecimento público poder deixar reparar descrédito brasileiro política ser de esse corrupção generalizado ramo politica economia desmotivar sociedade brasileiro todavia observar fato ocorrer último tempo notório crescimento escândalo envolver deputado senador ministro presidente constar corrupção lavagem dinheiro caixa envolver surpreendente caso abalar brasil ser mensalão impeachment presidente ser fernando collor dilma rousseff prisão governante acusação atual presidente michel temer espavorecido caso relatar diariamente meio comunicação brasileiro esperar inquieto aparentar distante solução punição liderar quase papel justiça habitar exatamente acabar atual quadro letargia cumprir lei eficiência igualdade classe polícia federal continuar agir maneira político tender consciência ato pensar transferir dinheiro público conta pessoal dever investir necessidade eficiência recurso disponível priorizar saúde educação
120,"['Constantemente nos deparamos com notícias vinculadas ao povo indígena . Sua existência, sempre foi de grande influência na história brasileira. Um povo guerreiro, que continua a lutar pelo seu espaço.', 'Os índios conhecem muito bem as florestas, a fauna e a flora do Brasil. Algumas tribos são de difícil acesso, por isso, não estão habituados com a civilização, e neste ponto a complexidade da comunicação aumenta.', 'Ao longo dos séculos os limites das terras indígenas têm diminuído, pois, com a evolução do país, a exploração das florestas foi inevitável. Nos dias de hoje, a exploração é vista de forma preocupante, sendo assim, foram implantados critérios de avaliação para preservar tudo que esteja no contexto histórico, cultural ou ambiental.', 'Contudo, alguns índios estão ampliando seus horizontes estudando, aprendendo tecnologias e qualificando-se fora dos limites de suas tribos. Pois, o aprimoramento de seu conhecimento possibilita aos mesmos lutarem pela preservação da sua cultura, seu espaço e sua história.']",55,constantemente deparar notícia vincular indígena existência influência história brasileiro guerreiro continuar lutar espaço índio conhecer floresta fauna flora brasil tribo difícil acesso habituado civilização complexidade comunicação aumentar longo século limite terra indígena diminuir evolução país exploração floresta inevitável dia hoje exploração ver preocupante ser implantar critério avaliação preservar estar contexto histórico cultural ambiental índio ampliar horizonte estudar aprender tecnologia qualificar se limite tribo aprimoramento conhecimento possibilitar mesmo lutar preservação cultura espaço história
120,"['O adolescente em criação de uma identidade, é estimulado diariamente com um modelo de vida ideal. Assim como jovens e adultos sofrem consequências psicológicas a medida que não satisfazem suas necessidades que julgam ser importantes, para serem aceitos na sociedade moderna.', ""Somos desde crianças, incentivados a competir mesmo que sutilmente, a sermos  sempre os melhores. Visto que a televisão e internet são grandes influenciadoras de padrões pré- estabelecidos pela mídia . Existe uma série conhecida mundialmente '' 13 Reasons Why'', que faz uma abordagem ao tema suicídio. A série mostra claramente como uma adolescente, depois de haver sido estuprada, comete tal ação .Portanto fica uma ideia que pode crescer na mente de uma pessoa que já não está bem psicologicamente, ao invés de estimular outros meios, principalmente como pedir ajuda à adultos ou posteriormente ajuda especializada . Não podemos  tratar a depressão, principal causa do suicídio, como algo normal e bem aceito. A pessoa que o tem  sofre, e sofre muito, com motivos bastante pessoais que o trouxeram à essa condição . Logo, para que nós obtenhamos uma maior conscientização e prevenção, deveríamos  compartilhar de mais empatia uns com os outros ."", 'Procurando estar atentos aos detalhes como isolamento social,tristeza duradoura,apatia,comportamentos auto-destrutivos,falta de esperança e vontade de viver .Assim como nas escolas públicas e particulares, existir a presença de psicólogos especializados, para estarem sempre observando comportamentos diferentes, mais divulgações em mídias como televisão e internet, buscando tirar dúvidas e trazer mais segurança na adolescência, com cartazes espalhados em escolas e locais públicos e por fim divulgar o número do CVV- 141 ou 188 (Centro de Valorização da Vida) de acordo com a região, para que conversem a respeito por telefone,email e chat. E assim lembrarem as pessoas próximas, que a vida sempre valerá a pena.']",71,adolescente criação identidade estimular diariamente modelo vida ideal jovem adulto sofrer consequência psicológico medida satisfazer necessidade julgar importante ser aceitos sociedade moderno criança incentivar competir sutilmente ser bom visto televisão internet influenciadora padrão pré- estabelecer mídia existe série mundialmente 13 reasons why abordagem tema suicídio série mostrar claramente adolescente haver ser estuprar cometir ação .portanto ficar ideia crescer mente pessoa psicologicamente invés estimular meio principalmente pedir ajuda adulto posteriormente ajudar especializar poder tratar depressão principal causa suicídio normal aceito pessoa sofrer sofrer motivo pessoal trouxer condição obtenhamos conscientização prevenção deveríamos compartilhar empatia procurando atento detalhe isolamento social tristeza duradouro apatia comportamento auto-destrutivo esperança vontade viver .assim escola público particular existir presença psicólogo especializar estar observar comportamento diferente divulgação mídia televisão internet buscar tirar dúvida trazer segurança adolescência cartaz espalhar escola local público divulgar cvv- 141 188 centro valorização vida acordo região conversar respeito telefone email chat lembrar pessoa próximo vida valer pena
80,"['Sistema de saúde precário, falta de médicos, ? e atendimento inadequado, ? são apenas alguns fatores que influencia na  automedicação. Muitas vezes praticada a fim de se obter a cura, está hoje em constante progresso, apesar dos problemas, para se tornar uma ferramenta segura.', 'Primeiramente, vale ressaltar tais fatores importantes, onde a problemática como, por exemplo: a intoxicação, reação alérgica ou agravamento do diagnóstico é presente na falta de orientação do cidadão, pois prefere definir sua doença baseando-se nos sintomas e buscar alivio com MIPS (Medicamentos Insetos de Prescrição), ? do que enfrentar dificuldades de consultar um médico.', 'Entretanto, de acordo com a OMS (Organização Mundial de Saúde) ? é uma pratica necessária, pois ? além de evitar a superlotação em UBS e hospitais, grande parte das doenças que atinge a população é autolimitada, tornando-se assim exclusiva para essa pratica  para baixo risco.', 'Nessa perspectiva, portanto, para se combater os problemas causados pela automedicação, cabe à mídia e instituições escolares ajudar orientando a população com base no uso racional de medicamentos. Onde, autoridades governamentais devem fazer uma lei para tornar a automedicação uma ferramenta segura para pacientes, investindo em instituições hospitalares para obter sua eficácia.']",82,saúde precário médico atendimento inadequado fator influenciar automedicação muitas praticar obter cura hoje constante progresso apesar problema tornar ferramenta seguro primeiramente valer ressaltar fator importante problemática intoxicação reação alérgico agravamento diagnóstico presente orientação cidadão preferir definir doença basear se sintoma buscar alivio mips medicamentos insetos prescrição enfrentar dificuldade consultar médico entretanto acordo oms organização mundial saúde pratica necessário evitar superlotação ubs hospital doença atingir população autolimitar tornar se exclusivo pratica risco perspectiva combater problema causar automedicação caber mídia instituição escolar ajudar orientar população base uso racional medicamento autoridade governamental lei tornar automedicação ferramenta seguro paciente investir instituição hospitalar obter eficácia
120,"['O Brasil é um país indubitavelmente rico em diversos aspectos, sendo um deles a sua história. No entanto, o recente evento envolvendo um grande incêndio no Museu Nacional, no Rio de Janeiro, e consequentemente a perda de grande parte do acervo do mesmo , relembra de forma marcante a ausência de atenção a este tipo de patrimônio no país. Desse modo, o descuido a elementos que formam a memória histórica e cultural, por parte dos órgãos competentes, assim como a falta de contato da população com os mesmos fazem com que as memórias formadoras da identidade nacional sejam cada vez menos valorizadas.', 'O patrimônio histórico e cultural de qualquer povo é imprescindível na compreensão do passado e presente das sociedades. No Brasil, não é diferente, tendo sua cultura como reflexo dos diversos processos históricos ao longo das épocas . Porém, esses registros valiosos não recebem a atenção minimamente requerida, haja vista os diversos incêndios ocorridos ao longo dos anos envolvendo perdas irrecuperáveis de acervo material. A negligência governamental culmina nestes casos, os quais poderiam ser evitados.', 'Outrossim, a forma com que o cidadão percebe sua cultura e como ela é vivenciada é um fator preponderante para a valorização que o mesmo dá para esta. Nesse sentido, o contato superficial da maioria dos brasileiro com o patrimônio histórico cultural contribui para uma desvalorização destes, uma vez que isso dificulta o desenvolvimento de um senso de importância sobre eles.', 'Neste cenário, é perceptível o patrimônio histórico do rasil pouco valorizado tanto em escala administrativa quanto popular. A fim de combater esta problemática, cabe ao Ministério da Educação  criar projetos que incentivem estudantes a irem a museus e explorarem plataformas de acervo digital, instigando a valorização do patrimônio histórico nacional. Ademais, a mídia pode expor cada vez mais a situação dos acervos históricos em todo o brasil, a fim de que as autoridades responsáveis pelos mesmos cumpram com seus deveres. Assim, com um passado mais contemplado, a riqueza do país torna-se-á ainda maior.']",68,brasil país indubitavelmente rico diversos aspecto ser de ele história entanto recente evento envolver incêndio museu nacional rio janeiro consequentemente perda acervo relembrar marcante ausência atenção patrimônio país modo descuido elemento formar memória histórico cultural órgão competente contato população mesmo memória formadoro identidade nacional ser valorizar patrimônio histórico cultural imprescindível compreensão passado presente sociedade brasil diferente ter cultura reflexo diverso processo histórico longo época registro valioso receber atenção minimamente requerer haver ver diverso incêndio ocorrer longo ano envolver perda irrecuperável acervo material negligência governamental culminar em este caso poder evitar outrossim cidadão perceber cultura vivenciar fator preponderante valorização sentido contato superficial brasileiro patrimônio histórico cultural contribuir desvalorização de este dificultar desenvolvimento senso importância cenário perceptível patrimônio histórico rasil valorizar escala administrativo popular combater problemática caber ministério educação criar projeto incentivar estudante ir museu explorar plataforma acervo digital instigar valorização patrimônio histórico nacional mídia expor situação acervo histórico brasil autoridade responsável mesmo cumprer dever passado contemplado riqueza país torna se
160,"['“Inteligência é a habilidade das espécies para viver em harmonia com o meio ambiente.” Paul Watson, diretor da fundação Greenpeace, alerta para a sabedoria que existe em conviver de forma sustentável com o meio ambiente. No entanto, no Brasil, essa não tm sido a realidade, uma vez que a floresta amazônica é assolada há décadas com o desmatamento e as queimadas, danos que cresceram em velocidade alarmante no ano de 2019. Diante de tal realidade, é preciso analisar o impacto da produção agropecuária e da falta de ação do poder público, na manutenção dessa problemática.', 'Em princípio, cabe refletir a respeito da maior causa do desmatamento: o plantio e a criação de gado. Segundo dados da organização Forest Trends, até 90% das áreas exploradas ilegalmente deram lugar à atividades de agropecuária. Sendo assim, a ação de indivíduos que prejudicam a mata nativa ocorre de forma sistemática, com a invasão de terras públicas e exploração da região para atividades econômicas. As queimadas, portanto, estão intrinsecamente ligadas ao desmatamento, uma vez que são realizadas de forma a esvaziar o terreno de toda sua biodiversidade para que seja aplicada a monocultura.', 'Por conseguinte, não há como negar que as ações de exploração econômica ilegal são fortalecidas com a ineficiência do poder público em coibi-las. Isso se evidencia com o crescente índice de focos de incêndio - 60% superior aos três anos anteriores, segundo dados do Instituto de Pesquisa Ambiental da Amazônia (Ipam) -, apesar do índice de chuvas ter sido superior em comparação ao mesmo período. Além disso, no ano de 2019, diversas medidas que prejudicam a mitigação da situação atual foram tomadas pelo Estado, entre elas o corte de 29,6% das verbas destinadas à prevenção e combate a incêndios, bem como outro corte de 10% previsto para 2020. Essa preocupante realidade pode significar não apenas a manutenção das queimadas, como sua intensificação no futuro.', 'É importante, portanto, reafirmar que para preservar a floresta amazônica, é imperioso ampliar a ação governamental na região, de forma a combater a agropecuária ilegal. Para isso, o Estado deve tomar medidas imediatas como intensificar as brigadas de incêndio e fiscalizações ambientais, prevenindo e reprimindo ações criminosas, para obter resultados no curto prazo. Em complementaridade, cabe à mídia e ongs conscientizar a população, para que atuem juntas pressionando o poder público e garantindo a preservação da Amazônia para as gerações futuras. Só assim poderemos  ser verdadeiramente inteligentes, convivendo em harmonia com o meio ambiente.']",58,"inteligência habilidade espécie viver harmonia ambiente paul watson diretor fundação greenpeace alertar sabedoria existir conviver sustentável ambiente entanto brasil tm ser realidade floresta amazônico assolar haver década desmatamento queimar dano crescer velocidade alarmante ano 2019 realidade preciso analisar impacto produção agropecuário ação público manutenção problemática princípio caber refletir respeito causa desmatamento plantio criação gado dado organização forest trends 90 área explorar ilegalmente dar atividade agropecuária ser ação indivíduo prejudicar mata nativo ocorrer sistemático invasão terra público exploração região atividade econômico queimar intrinsecamente ligar desmatamento realizar esvaziar terreno biodiversidade ser aplicar monocultura conseguinte haver negar ação exploração econômico ilegal fortalecir ineficiência público coibi-las evidenciar crescente índice foco incêndio 60 alto ano anterior dado instituto pesquisa ambiental amazônia ipam apesar índice chuva ser alto comparação período ano 2019 diversos medida prejudicar mitigação situação atual tomar corte 29,6 verba destinar prevenção combatir incêndio outro corte 10 prever 2020 preocupante realidade significar manutenção queimada intensificação futuro importante reafirmar preservar floresta amazônico imperioso ampliar ação governamental região combater agropecuária ilegal tomar medida imediato intensificar brigada incêndio fiscalização ambiental prevenir reprimir ação criminoso obter resultado curto prazo complementaridade caber mídia ongs conscientizar população atuar junta pressionar público garantir preservação amazônia geração futuro poderer verdadeiramente inteligente conviver harmonia ambiente"
80,"['Podemos perguntar: Porque alguém que é homossexual irá querer fazer a “terapia de reversão de orientação sexual”? Existe algum risco para os homossexuais no Brasil se essa terapia for empregada?', 'Muitos homossexuais admitem terem tentado resistir ao homossexualismo. Uns dos motivos, é que sabiam da pressão e perseguição que sofreriam. Também se preocupavam com o que suas famílias iriam pensar. E outros temiam a punição de Deus. Por pensar nesses aspectos , muitos podem optar por livre vontade, em buscar a terapia de reversão sexual para confirmar qual é realmente a sua orientação sexual.', 'Porém, temos um segundo aspecto a observar, diante da aprovação dessa terapia, quais serão as consequências que os gays sofrerão? Bem, muitos familiares e amigos irão achar que basta a pessoa fazer a terapia para estar “curada”. Sendo que isso não é verdade, pois o homossexualismo não é doença e a terapia irá servir apenas para ajudar a própria pessoa a se encontrar.', 'Logo, quanto ao aumento da violência contra os homossexuais, essa já existe em grande escala, independente de haver terapia ou não, por isso autoridades poderia aumentar a pena e sentença contra aqueles que maltratam os gays. E continuar a divulgar campanhas contra a homofobia. Sendo assim, as terapias podem ser empregadas, porém com cautela para que aquele que a procurar, não se sinta discriminado ou censurado.']",25,poder perguntar alguém homossexual querer terapia reversão orientação sexual existe algum risco homossexual brasil terapia empregar homossexual admiter ter tentar resistir homossexualismo motivo saber pressão perseguição sofrer preocupar família ir pensar temer punição deus pensar em esse aspecto optar livre vontade buscar terapia reversão sexual confirmar realmente orientação sexual aspecto observar aprovação terapia ser consequência gay sofrer familiar amigo ir achar bastar pessoa terapia curado ser verdade homossexualismo doença terapia servir ajudar próprio pessoa encontrar aumento violência homossexual existir escala independente haver terapia autoridade poder aumentar pena sentença maltratar gay continuar divulgar campanha homofobia ser terapia empregar cautela procurar sinta discriminar censurar
160,"[""Conhecida como ''cidadã'', por ter sido concebida no processo de redemocratização, a constituição federal foi promulgada em 1988 com a promessa de assegurar os direitos de todos os brasileiros. No entanto, apesar da garantia constitucional, nota-se que a iniciativa privada do saneamento básico configura-se como uma falha no princípio da isonomia. Sendo assim, percebe-se que o assunto possui raízes amargas no país, devido não só a inação governamental, mas também a desestatização acelerada."", ""Deve-se destacar, de início, a omissão do governo como um dos complicadores do problema. Nesse sentindo, segundo Rousseau, na obra ''Contrato Social'', cabe ao estado viabilizar ações que garanta o bem-estar coletivo. No entanto, nota-se, no Brasil, que o tema rompe com as defesas do filósofo iluminista, uma vez que a ausência de investimentos sempre estiveram vigente para o asseamento privado. Dessa forma, é inaceitável que, em pleno terceiro milênio, o problema aconteça mesmo existindo um Plano Nacional de Desenvolvimento Sanitário, violando o que é exigido constitucionalmente."", 'Outrossim, vale ressaltar que a situação é corrobada por desestatização acelerada. No decorrer da formação do estado brasileiro a inexistência de salubridade básica se fez presente durante parte significativa do processo. Isso aliado a atender os interesses do setor privado aumentando seu financeiro e desprezando a realidade de de experiências concretas  motivando exclusão social. Portanto, é fundamental uma reforma nas atitudes da sociedade civil para que, assim, o asseamento básico deixe de ser uma utopia.', ""Diante dos fatos supracitados, faz-se necessário que o governo federal e a prefeitura , em parceria com o município promova grupo de voluntários de saneamento local e organize reuniões sobre o espaço da população, por meio de projetos para serem desenvolvidos nas comunidades carentes, uma vez que, essas intervenções tem poder transformador. Nesse âmbito, o intuito de tal medida é melhorar e conscientizar a sociedade de tais planos a serem desenvolvidos no espaço de convívio. Além disso, outras medidas devem ser tomadas, porém de acordo com Oscar Wilde,'' o primeiro passo é o mais importante na evolução de um homem ou nação''.""]",46,cidadã ser conceber processo redemocratização constituição federal promulgar 1988 promessa assegurar direito brasileiro entanto apesar garantia constitucional notar se iniciativa privado saneamento básico configurar se falha princípio isonomia ser perceber se assunto possuir raíz amargo país devido inação governamental desestatização acelerar deve-se destacar início omissão governo complicador problema sentindo rousseau obra contrato social caber viabilizar ação garanter bem-estar coletivo entanto notar se brasil tema romper defesa filósofo iluminista ausência investimento vigente asseamento privado inaceitável pleno milênio problema acontecer existir plano nacional desenvolvimento sanitário violar exigir constitucionalmente outrossim valer ressaltar situação corrobar desestatização acelerar decorrer formação brasileiro inexistência salubridade básico presente durante significativo processo aliar atender interesse setor privado aumentar financeiro desprezar realidade experiência concreto motivar exclusão social fundamental reforma atitude sociedade civil asseamento básico deixar utopia fato supracitar faz-se necessário governo federal prefeitura parceria município promova voluntário saneamento organizar reunião espaço população projeto ser desenvolvir comunidade carente intervenção transformador âmbito intuito medida melhorar conscientizar sociedade plano ser desenvolvir espaço convívio medida tomar acordo oscar wilde passo importante evolução homem nação
120,"['É possível definir um padrão para a beleza? Seria um padrão universal? A diversidade é uma das principais características do mundo moderno, mas vem sendo ameaçada pela “ditadura da beleza”,         onde         o belo                 é estipulado e deve ser seguido para se viver bem na sociedade                .', 'Kant diz que o belo é subjetivo, podendo ser mudado de acordo com cada perspectiva, ou seja, o que é considerado belo para um indivíduo poder não ser para outro. Levando em conta também Platão, outro grande filósofo, que acreditava que o belo, em sua plenitude, nunca poderia atingido em                plano físico.                 Porém, nada muda a situação atual, vive-se uma corrida sem fim para alcançar a beleza física.                  O Brasil é o segundo país onde mais são realizadas cirurgias plásticas no mundo, perdendo apenas para os Estados Unidos, mas nem sempre os resultados são como o esperado.                Além de poder afetar o físico do paciente, a cirurgia plástica ameaça, também, o psicológico em casos de resultados ruins. Nem sempre existiram cirurgias para que se pudesse mudar o         que lhe é         insatisfatório, não seria possível continuar vivendo sem tais usos? O número de cirurgias realizadas por ano aumenta cada vez mais e, agora, atingindo ainda         mais         número de jovens.', 'Aceitar-se e amar-se são as maiores armas contra a “ditadura da beleza”, que domina a sociedade atual. “O         belo, é         tudo quanto agrada desinteressadamente.” A saúde mental e física vem à frente de qualquer outra coisa, se cuidar é se amar.']",119,definir padrão beleza padrão universal diversidade principal característica mundo moderno ser ameaçar ditadura beleza belo estipular seguir viver sociedade kant belo subjetivo poder mudar acordo perspectiva ser considerar belo indivíduo outro levando conta platão outro filósofo acreditar belo plenitude poder atingir plano físico mudar situação atual viver se corrida alcançar beleza físico brasil país realizar cirurgia plástico mundo perder estados unidos resultado esperado afetar físico paciente cirurgia plástico ameaça psicológico caso resultado ruim existir cirurgia poder mudar insatisfatório continuar viver uso cirurgia realizar ano aumentar atingir jovem aceitar-se amar se grande arma ditadura beleza dominar sociedade atual belo agrar desinteressadamente saúde mental físico frente cuidar amar
160,"['Na série de televisão brasileira “Malhação: viva a diferença”, a personagem de origem japonesa, Tina, sofre do preconceito amarelo. Termos como “japa” são constantemente usados para se referir à personagem. Em consonância com a realidade de Tina, está a de muitos indivíduos nascidos ou descendentes de asiáticos, que sofrem desse preconceito. Nesse sentido, cabe ainda ressaltar que, durante a pandemia de covid-19, houve o aumento dessa ação discriminatória, visto que, com o aparecimento inicial do vírus na China, juntamente com a propagação de notícias falsas, muitos indivíduos passaram a associar o surgimento do vírus com a população asiática. Decorrente a isso, nota-se o agravamento do preconceito amarelo na sociedade brasileira. Isso ocorre, seja pelo engajamento de notícias falsas, seja pelas atitudes intolerantes de grande parte da população . Dessa maneira, é imperioso que essa chaga social seja resolvida, a fim de que haja mais respeito entre os indivíduos e que esse preconceito seja extinto.', 'Nessa perspectiva, acerca do preconceito amarelo, nota-se que, as informações deturpadas influenciaram as ações discriminatórias durante a pandemia da Covid-19. Com isso, constata-se inúmeros crimes contra a honra, tais como injúria e difamação, que foram cometidos contra a população asiática em meio às redes sociais, ao se relacionar a origem do vírus com os indivíduos vítimas do preconceito amarelo. Desse modo, é clar a oportunidade que essas notícias falsas podem criar ao influenciar comportamentos preconceituosos contra a população asiática.', 'Paralelamente, a esse fato, nota-se também as atitudes pautadas na ignorância de parte da população, sejam por meio de apelidos pejorativos, atitudes de violência verbal ou física. Retomando o exemplo da personagem Tina, considerando o âmbito não fictício, a atriz Ana Hikari,  trouxe tona variadas atitudes discriminatórias que sofreu, especialmente no cenário atual. A atriz descreveu as ações de preconceito amarelo a qual foi submetida, sendo chamada de ""vírus"" e de ""japa"". Logo, é visível a presença do preconceito amarelo na sociedade brasileira.', 'Portanto, medidas são necessárias para resolver o impasse do preconceito amarelo no Brasil, a fim de que se impeça a exclusão e as ações pejorativas, e haja mais respeito e igualdade entre os indivíduos. Para isso, compete ao Ministério da Justiça e Segurança pública, juntamente com o Ministério da Cidadania, promover políticas públicas de inclusão da população amarela , além de garantir o direito à igualdade e ao respeito, seja através de punições ou multas aos infratores. Assim, o preconceito amarelo poderá ser combatido, e finalmente,  esse cenário discriminatório não será a realidade de muitos indivíduos, tal como a atriz Ana Hikari e sua personagem, Tina.']",92,série televisão brasileiro malhação vivo diferença personagem origem japonês tina sofrer preconceito amarelo termos japa constantemente usar referir personagem consonância realidade tina indivíduo nascir descendente asiático sofrer preconceito sentido caber ressaltar durante pandemia covid-19 haver aumento ação discriminatório ver aparecimento inicial vírus china juntamente propagação notícia falso indivíduo passar associar surgimento vírus população asiático decorrente notar se agravamento preconceito amarelo sociedade brasileiro ocorrer ser engajamento notícia falso ser atitude intolerante população maneira imperioso chaga social ser resolvir haver respeito indivíduo preconceito ser extinto perspectiva preconceito amarelo notar se informação deturpar influenciar ação discriminatório durante pandemia covid-19 constatar se inúmero crime honra injúria difamação cometir população asiático rede social relacionar origem vírus indivíduo vítima preconceito amarelo modo clar oportunidade notícia falso criar influenciar comportamento preconceituoso população asiático paralelamente fato notar se atitude pautar ignorância população ser apelido pejorativo atitude violência verbal físico retomar personagem tina considerar âmbito fictício atriz ana hikari trazer tona variar atitude discriminatório sofrer especialmente cenário atual atriz descrever ação preconceito amarelo submetir ser chamar vírus japa visível presença preconceito amarelo sociedade brasileiro medida necessário resolver impasse preconceito amarelo brasil impeçer exclusão ação pejorativo haver respeito igualdade indivíduo competir ministério justiça segurança pública juntamente ministério cidadania promover política público inclusão população amarelo garantir direito igualdade respeito ser punição multa infrator preconceito amarelo combater finalmente cenário discriminatório ser realidade indivíduo atriz ana hikari personagem tina
